,,position,team,matches,wins,draws,loses,scored,missed,pts,xG,xG_diff,npxG,xGA,xGA_diff,npxGA,npxGD,ppda_coef,oppda_coef,deep,deep_allowed,xpts,xpts_diff
Serie_A,2014,12,Sassuolo,38,12,13,13,49,57,49,42.9145437,-6.085456299999997,36.062891699999994,55.185097999999996,-1.8149020000000036,51.378601,-15.3157093,9.16240135759207,8.200794189553,190,237,44.0973,-4.902700000000003
Serie_A,2014,13,Verona,38,11,13,14,49,65,46,46.88327700000001,-2.1167229999999932,42.288812,63.409394000000006,-1.590605999999994,57.183835,-14.895022999999998,12.712678476373256,8.252582459456118,190,314,41.973499999999994,-4.026500000000006
Serie_A,2014,14,Chievo,38,10,13,15,28,41,43,33.013623,5.013623000000003,31.491023000000002,48.985331,7.985331000000002,45.940138,-14.449114999999999,10.139687089062237,6.794036856172736,173,247,41.4148,-1.5852000000000004
Serie_A,2014,15,Empoli,38,8,18,12,46,52,42,49.662924,3.6629239999999967,47.379021,43.42237400000001,-8.577625999999988,41.899778000000005,5.479243,9.221540062531165,9.552837456383298,236,233,56.94010000000001,14.940100000000008
Serie_A,2014,16,Udinese,38,10,11,17,43,56,41,34.858852000000006,-8.141147999999994,34.097552,54.75385099999999,-1.2461490000000097,47.902280999999995,-13.804728999999998,12.725835549781381,8.317547451164092,171,304,37.459599999999995,-3.5404000000000053
Serie_A,2014,17,Atalanta,38,7,16,15,38,57,37,40.937206,2.9372060000000033,37.130706,59.400306,2.4003060000000005,52.520372,-15.389665999999998,10.24128163172239,7.768375111731407,189,277,39.2632,2.2631999999999977
Serie_A,2014,18,Cagliari,38,8,10,20,48,68,34,53.916897,5.916896999999999,48.323833,54.166985,-13.833015000000003,51.121785,-2.7979520000000004,10.423377094205575,8.591547673331668,259,240,53.04950000000001,19.04950000000001
Serie_A,2014,19,Parma,38,6,8,24,33,75,26,31.765945,-1.2340550000000015,30.243345999999995,60.73810499999999,-14.26189500000001,56.170315,-25.926969000000003,13.86127028727391,9.676831208698934,212,269,31.5184,5.5184
Serie_A,2014,20,Cesena,38,4,12,22,36,73,24,34.6180388,-1.3819611999999992,30.050243799999993,63.079550999999995,-9.920449000000005,55.327412,-25.277168200000002,11.661084768584189,8.595967224081656,168,267,34.7524,10.752400000000002
Serie_A,2015,1,Juventus,38,29,4,5,75,20,91,62.98964899999999,-12.010351000000007,56.13800500000001,22.998835,2.9988349999999997,19.920635,36.21737,8.919363315333081,10.944932426499767,270,101,78.7434,-12.256600000000006
Serie_A,2015,2,Napoli,38,25,7,6,80,32,82,69.52683,-10.473169999999996,63.43644,26.6858098,-5.314190199999999,22.7587678,40.677672199999996,8.067018105467938,16.60372278860702,320,142,79.0669,-2.933099999999996
Serie_A,2015,3,Roma,38,23,11,4,83,41,80,64.428699,-18.571301000000005,61.3835,39.793530999999994,-1.2064690000000056,33.550447,27.833053,8.229733511347117,13.486776937034085,326,142,69.85099999999998,-10.149000000000015
Serie_A,2015,4,Inter,38,20,7,11,50,38,67,54.29583899999999,4.295838999999987,52.01201999999999,44.25022530000001,6.250225300000011,39.5500193,12.462000699999999,9.589484058287912,10.851686381094796,246,191,58.84150000000001,-8.15849999999999
Serie_A,2015,5,Fiorentina,38,18,10,10,60,42,64,53.193084999999996,-6.806915000000004,46.30833199999999,36.21722189999999,-5.782778100000009,35.4559989,10.852333100000003,6.820672781987328,12.354877705537069,211,142,63.3056,-0.6944000000000017
Serie_A,2015,6,Sassuolo,38,16,13,9,49,40,61,47.322888000000006,-1.677111999999994,41.99379300000001,42.93172599999998,2.9317259999999834,38.98685999999999,3.006933000000001,7.886056971802379,8.151485267472859,210,190,53.615,-7.384999999999998
Serie_A,2015,7,AC Milan,38,15,12,11,49,43,57,53.906376999999985,4.906376999999985,48.544399999999996,40.90908299999999,-2.0909170000000117,37.102661,11.441738999999998,7.822838896786889,9.279708461709044,232,183,60.290600000000005,3.290600000000005
Serie_A,2015,8,Lazio,38,15,9,14,52,52,54,55.208897,3.2088970000000003,46.702369000000004,43.575192,-8.424807999999999,37.48480000000001,9.217569,7.765106707470472,10.185990959540607,231,166,59.9932,5.993200000000002
Serie_A,2015,9,Chievo,38,13,11,14,43,45,50,40.589887,-2.4101130000000026,34.499586,51.087573000000006,6.087573000000006,47.9132,-13.413614,9.773279580763809,9.689545768040881,165,255,45.9056,-4.0944
Serie_A,2015,10,Genoa,38,13,7,18,45,48,46,45.2857583,0.2857582999999977,42.24055529999999,48.62991399999999,0.6299139999999923,47.10731499999999,-4.866759699999999,8.545101283042673,7.738759717423492,201,240,48.6344,2.6343999999999994
Serie_A,2015,11,Empoli,38,12,10,16,40,49,46,37.838528999999994,-2.161471000000006,36.315931,47.51194999999999,-1.4880500000000083,45.98936,-9.673429,8.394617537600844,8.509452292311462,208,188,44.4095,-1.5904999999999987
Serie_A,2015,12,Atalanta,38,11,12,15,41,47,45,46.076171,5.076171000000002,39.847407,51.409722,4.409722000000002,44.558048,-4.710641000000001,8.498916177490594,8.48641355461908,176,223,49.4234,4.423400000000001
Serie_A,2015,13,Torino,38,12,9,17,52,55,45,49.419914,-2.5800860000000014,41.04562600000001,41.29218000000001,-13.707819999999991,35.963083,5.082543000000001,11.519641367896654,9.729253674649598,212,182,57.516400000000004,12.516400000000004
Serie_A,2015,14,Bologna,38,11,9,18,33,45,42,35.47868700000001,2.478687000000008,33.19479199999999,51.841522999999995,6.841522999999995,44.989866000000006,-11.795074,11.045819506603834,9.108502547991584,177,191,41.53510000000001,-0.464899999999993
Serie_A,2015,15,Sampdoria,38,10,10,18,48,61,40,40.525432,-7.474567999999998,38.24153,66.19322299999999,5.193222999999989,58.580225999999996,-20.338696000000002,10.372298335979538,9.064594649722718,180,264,36.562500000000014,-3.437499999999986
Serie_A,2015,16,Palermo,38,10,9,19,38,65,39,36.548123999999994,-1.4518760000000057,35.786823999999996,61.843031,-3.1569689999999966,57.275240000000004,-21.488416000000004,11.954505852792435,6.673317599122889,153,287,35.2627,-3.7372999999999976
Serie_A,2015,17,Udinese,38,10,9,19,35,60,39,46.309879,11.309879000000002,43.144134,51.423825,-8.576175,45.333465,-2.1893309999999997,11.857442525380124,8.03994092057326,165,242,48.72690000000001,9.726900000000008
Serie_A,2015,18,Carpi,38,9,11,18,37,57,38,43.37300779999999,6.373007799999989,36.368661800000005,51.796594999999996,-5.203405000000004,46.467496999999995,-10.098835199999998,11.501540600200451,6.2501944164700225,151,237,45.1928,7.192799999999998
Serie_A,2015,19,Frosinone,38,8,7,23,35,76,31,33.843419,-1.1565810000000027,31.559518999999998,74.23394400000001,-1.7660559999999919,67.349458,-35.789939,9.212314243440044,5.757819794023845,131,312,29.3813,-1.6187000000000005
Serie_A,2015,20,Verona,38,5,13,20,34,63,28,40.172013899999996,6.172013899999996,34.71379290000001,61.707982,-1.2920179999999988,57.14027099999999,-22.426478099999997,11.321208614388565,8.189984111618596,179,266,38.871900000000004,10.871900000000004
Serie_A,2016,1,Juventus,38,29,4,5,77,27,91,68.736204,-8.263796,66.452314,23.597126100000004,-3.402873899999996,22.8358291,43.616484899999996,9.497837840157578,13.003988643664254,302,117,82.86330000000001,-8.13669999999999
Serie_A,2016,2,Roma,38,28,3,7,90,38,87,82.99652500000003,-7.003474999999966,72.33832500000001,41.07572000000001,3.075720000000011,38.03064200000001,34.307683,8.924835378608057,13.625250801895582,354,201,77.39059999999999,-9.609400000000008
Serie_A,2016,3,Napoli,38,26,8,4,94,39,86,77.51204599999998,-16.487954000000016,72.93438299999998,32.160715,-6.839284999999997,29.11551800000001,43.818864999999995,10.275383416261326,21.2593311745099,309,132,81.2775,-4.722499999999997
Serie_A,2016,4,Atalanta,38,21,9,8,62,41,72,61.393222,-0.6067779999999985,56.825424999999996,34.349982,-6.650018000000003,31.304793000000004,25.520632,9.714026088344786,10.100492955822533,242,181,68.9221,-3.0778999999999996
Serie_A,2016,5,Lazio,38,21,7,10,74,51,70,65.386424,-8.613575999999995,54.592029999999994,41.766694,-9.233305999999999,34.915002,19.677027999999993,9.800106820896797,12.178812146765802,312,168,67.3635,-2.636499999999998
Serie_A,2016,6,AC Milan,38,18,9,11,57,45,63,59.67272199999999,2.672721999999993,50.537243,50.20675199999999,5.206751999999987,43.21917599999999,7.318067,9.471376671872072,12.065183815224643,244,222,58.87670000000001,-4.123299999999993
Serie_A,2016,7,Inter,38,19,5,14,72,49,62,68.760473,-3.2395269999999954,64.95398,44.775497,-4.224502999999999,40.207829000000004,24.746150999999998,8.057059638691765,12.188575893237287,277,162,67.65110000000001,5.651100000000014
Serie_A,2016,8,Fiorentina,38,16,12,10,63,57,60,55.137755,-7.8622450000000015,47.405875,53.30412899999999,-3.695871000000011,48.73634899999998,-1.330474000000001,8.74195284772315,13.689308284087762,214,212,55.6147,-4.385300000000001
Serie_A,2016,9,Torino,38,13,14,11,71,66,53,57.396986999999996,-13.603013000000004,49.634662999999996,61.71546100000001,-4.284538999999988,56.386416000000004,-6.751753,9.379121243992916,11.003839370328677,229,271,48.751,-4.249000000000002
Serie_A,2016,10,Sassuolo,38,14,7,17,60,61,49,50.56917999999999,-9.430820000000011,42.95623699999999,61.904520999999995,0.9045209999999955,55.695238999999994,-12.739002000000001,10.710245087534014,8.482836525860732,200,253,44.56219999999999,-4.43780000000001
Serie_A,2016,11,Sampdoria,38,12,12,14,49,55,48,46.17492,-2.82508,40.084531000000005,56.856517000000004,1.8565170000000037,50.68060700000001,-10.596075999999998,8.89762934139179,11.526173685825345,182,230,46.62,-1.3800000000000026
Serie_A,2016,12,Cagliari,38,14,5,19,55,76,47,42.424950100000004,-12.575049899999996,37.8476411,68.31559,-7.68441,59.11852399999999,-21.270882900000004,12.713377925673928,8.242377751519006,177,267,36.1688,-10.831200000000003
Serie_A,2016,13,Udinese,38,12,9,17,47,56,45,44.93708,-2.0629199999999983,42.591664,54.66102599999999,-1.3389740000000074,47.809335999999995,-5.217672,15.964506640132266,8.300475761775573,152,229,47.2225,2.2224999999999966
Serie_A,2016,14,Chievo,38,12,7,19,43,61,43,42.739706000000005,-0.2602939999999947,38.171916,55.005944,-5.9940560000000005,50.438146,-12.266229999999997,12.937535874018474,10.170138801544544,160,252,45.8835,2.883499999999998
Serie_A,2016,15,Bologna,38,11,8,19,40,58,41,36.51112099999999,-3.4888790000000114,34.98856099999999,58.3028283,0.3028283000000016,54.4829073,-19.494346300000004,12.31054658106078,10.384529359334062,163,253,38.573,-2.4269999999999996
Serie_A,2016,16,Genoa,38,9,9,20,38,64,36,45.19648500000001,7.19648500000001,42.912632,51.2492213,-12.750778699999998,45.0224533,-2.1098213,10.944752190981433,10.335232035259775,192,206,48.9965,12.996499999999997
Serie_A,2016,17,Crotone,38,9,7,22,34,58,34,34.168614999999996,0.16861499999999552,30.362247000000004,61.22947599999999,3.229475999999991,53.616651,-23.254403999999997,14.57256422285061,6.913491558889663,130,227,33.9416,-0.0583999999999989
Serie_A,2016,18,Empoli,38,8,8,22,29,61,32,35.091101599999995,6.091101599999995,30.4378816,67.01498299999999,6.014982999999987,60.143854,-29.705972399999997,10.26942650025562,8.67230356319895,182,278,33.29,1.2899999999999991
Serie_A,2016,19,Palermo,38,6,8,24,33,77,26,28.915261,-4.084738999999999,28.153961000000002,60.941303999999995,-16.058696000000005,56.373602,-28.219640999999996,14.492819162970028,9.045939533105805,112,252,30.5223,4.522300000000001
Serie_A,2016,20,Pescara,38,2,9,27,35,83,15,43.122026,8.122025999999998,37.79292999999999,68.409317,-14.590682999999999,63.841566,-26.048635999999995,12.310839389623533,8.797661201191032,241,261,38.0475,23.0475
Serie_A,2017,1,Juventus,38,30,5,3,86,24,95,59.22873499999999,-26.771265000000007,53.13843099999999,28.577357300000003,4.577357300000003,25.5321663,27.606264700000008,11.534032210139781,15.57320449615809,260,136,73.5058,-21.494200000000006
Serie_A,2017,2,Napoli,38,28,7,3,77,29,91,70.45362529999998,-6.546374700000015,64.17881729999999,25.2661629,-3.733837099999999,23.743568899999996,40.4352484,9.888521338139148,26.967791819482343,358,100,82.23240000000001,-8.767599999999987
Serie_A,2017,3,Roma,38,23,8,7,61,28,77,65.626284,4.626283999999998,61.058499000000005,38.46324599999999,10.463245999999991,34.52128499999999,26.537214000000002,9.04431192547808,14.654917217960937,311,165,69.24380000000001,-7.756199999999993
Serie_A,2017,4,Inter,38,20,12,6,66,30,72,60.83482900000001,-5.165170999999987,55.50573200000001,37.332308999999995,7.332308999999995,35.809709999999995,19.696022,10.530280126849805,15.677608215347645,307,178,65.2539,-6.746099999999998
Serie_A,2017,5,Lazio,38,21,9,8,89,49,72,66.506443,-22.493556999999996,58.132272,42.568794999999994,-6.431205000000006,34.955875000000006,23.176397,12.11547267482392,12.723401454603232,307,198,66.04880000000001,-5.951199999999986
Serie_A,2017,6,AC Milan,38,18,10,10,56,42,64,50.875642000000006,-5.124357999999994,46.308009000000006,36.778873000000004,-5.221126999999996,34.494977000000006,11.813032,11.736631587591381,16.520927131860958,258,185,62.3458,-1.654200000000003
Serie_A,2017,7,Atalanta,38,16,12,10,57,39,60,64.294623,7.294623000000001,57.44315099999999,36.50453699999999,-2.495463000000008,34.981938,22.461213,9.078096280069458,11.953860600059109,347,179,69.87599999999999,9.87599999999999
Serie_A,2017,8,Fiorentina,38,16,9,13,54,46,57,54.119047,0.1190470000000019,48.028656000000005,42.149440299999995,-3.850559700000005,39.865550299999995,8.163105700000001,9.091661539621748,13.295755476911134,239,196,60.407799999999995,3.4077999999999946
Serie_A,2017,9,Sampdoria,38,16,6,16,56,60,54,53.1392869,-2.860713099999998,47.0489279,62.259285999999996,2.259285999999996,54.484803,-7.4358751,10.4842280336955,13.621362761230644,270,237,46.866600000000005,-7.133399999999995
Serie_A,2017,10,Torino,38,13,15,10,54,46,54,46.592124,-7.407876000000002,45.053958,49.1131487,3.1131487000000035,43.0227477,2.0312103000000006,10.178812123634973,10.191503258499603,214,225,51.8427,-2.1572999999999993
Serie_A,2017,11,Sassuolo,38,11,10,17,29,59,43,47.14885399999999,18.148853999999993,39.535933,50.6335779,-8.366422100000001,48.3496809,-8.8137479,12.840124199932912,8.488107888777348,168,231,51.699400000000004,8.699400000000004
Serie_A,2017,12,Genoa,38,11,8,19,33,43,41,42.208441199999996,9.208441199999996,38.4019942,42.871561,-0.1284390000000002,39.826356,-1.4243618,16.089565862198164,10.708544680565812,226,219,50.3793,9.3793
Serie_A,2017,13,Udinese,38,12,4,22,48,63,40,45.171049,-2.8289510000000035,39.841989999999996,50.6349,-12.365099999999998,45.893629000000004,-6.051639000000002,13.485910448690468,10.420436085910639,171,242,47.3693,7.369300000000003
Serie_A,2017,14,Chievo,38,10,10,18,36,59,40,34.3426367,-1.6573633,32.8200357,55.256696000000005,-3.743303999999995,49.901183,-17.081147299999998,14.224752315975309,11.25736291858458,188,280,38.6113,-1.3887
Serie_A,2017,15,Bologna,38,11,6,21,40,52,39,36.11303,-3.886969999999998,33.829135,48.798334000000004,-3.201665999999996,45.753134,-11.923999,14.511054492224503,10.25519420239667,180,290,43.008500000000005,4.008500000000005
Serie_A,2017,16,Cagliari,38,11,6,21,33,61,39,38.27255999999999,5.2725599999999915,32.94361599999999,57.912604,-3.0873959999999983,48.777162999999994,-15.833547,13.137411823521397,10.278934210741221,198,287,40.405899999999995,1.4058999999999955
Serie_A,2017,17,SPAL 2013,38,8,14,16,39,59,38,34.6135,-4.386499999999998,29.91028800000001,60.175331,1.175331,51.03979399999999,-21.129505999999996,15.139710644846152,8.961836267621365,151,291,35.40950000000001,-2.5904999999999916
Serie_A,2017,18,Crotone,38,9,8,21,40,66,35,33.2399123,-6.7600877,30.794371299999998,59.43262,-6.56738,53.34221900000001,-22.547847700000005,14.284767028761765,8.071358270720191,150,299,35.435,0.4350000000000023
Serie_A,2017,19,Verona,38,7,4,27,30,78,25,33.7632117,3.7632116999999994,28.434124699999998,72.70962,-5.290379999999999,66.61941999999999,-38.18529529999999,14.788666409276198,8.863356917763047,134,364,31.0631,6.063099999999999
Serie_A,2017,20,Benevento,38,6,3,29,33,84,21,38.20935299999999,5.209352999999993,35.925453,77.314788,-6.685212000000007,67.418194,-31.492741000000006,15.738586035390032,9.437133225666125,144,279,30.091800000000003,9.091800000000003
Serie_A,2018,1,Juventus,38,28,6,4,70,30,90,64.52717999999999,-5.472820000000013,58.43683100000001,35.032053100000006,5.032053100000006,31.986936800000002,26.449894199999996,10.160174461892913,13.964740610341345,290,158,70.9299,-19.070099999999996
Serie_A,2018,2,Napoli,38,24,7,7,74,36,79,68.237943,-5.762056999999999,65.19279300000001,36.5023365,0.5023364999999984,33.457179499999995,31.7356135,10.724236356146056,18.070187315701816,344,181,74.4511,-4.548900000000003
Serie_A,2018,3,Atalanta,38,20,9,9,77,46,69,74.42529300000001,-2.5747069999999894,71.38009299999999,41.849468,-4.150531999999998,38.043013,33.33708,8.926904684413559,13.724031476548811,367,164,71.8826,2.8825999999999965
Serie_A,2018,4,Inter,38,20,9,9,57,33,69,66.473848,9.473848000000004,59.622361,38.40134100000001,5.401341000000009,34.594895,25.027466,9.183001992827656,17.124038331568347,311,192,71.74619999999999,2.7461999999999875
Serie_A,2018,5,AC Milan,38,19,11,8,55,36,68,52.164812999999995,-2.835187000000005,49.119692699999995,41.701701,5.701701,37.895201,11.224491700000002,11.936967300692881,14.056290574537217,255,194,60.10640000000001,-7.893599999999992
Serie_A,2018,6,Roma,38,18,12,8,66,48,66,68.39417499999999,2.39417499999999,63.826450000000015,52.793821,4.793821000000001,47.464805,16.361645,13.657052678286998,13.705715562099583,296,219,62.12980000000001,-3.87019999999999
Serie_A,2018,7,Torino,38,16,15,7,52,37,63,46.471205000000005,-5.528794999999995,41.903656999999995,48.943205,11.943204999999999,45.136753,-3.2330959999999997,7.604060630869537,8.572115784590986,219,215,49.838100000000004,-13.161899999999996
Serie_A,2018,8,Lazio,38,17,8,13,56,46,59,61.265079,5.265079,56.697329,46.445482,0.4454819999999984,41.868607,14.828721999999999,11.66945118963083,13.172013275267307,337,196,61.03829999999999,2.0382999999999925
Serie_A,2018,9,Sampdoria,38,15,8,15,60,51,53,53.194756000000005,-6.805243999999995,44.059380000000004,54.274882,3.274881999999998,48.048578,-3.989197999999999,9.506282647281557,12.864331295295298,290,215,50.94820000000001,-2.051799999999993
Serie_A,2018,10,Bologna,38,11,11,16,48,56,44,48.10065300000001,0.10065300000000832,44.29415300000001,51.055622,-4.944378,48.01042100000001,-3.7162679999999995,13.43292008239862,9.090118792411563,200,238,48.953500000000005,4.953500000000005
Serie_A,2018,11,Sassuolo,38,9,16,13,53,60,43,49.754823,-3.245176999999998,45.948365,61.10733100000001,1.1073310000000092,55.0172524,-9.068887400000001,11.569352101445403,11.226541331411864,191,220,45.63980000000001,2.639800000000008
Serie_A,2018,12,Udinese,38,11,10,17,39,53,43,42.48628299999999,3.486282999999993,36.219480000000004,62.23432600000001,9.23432600000001,55.382728,-19.163248000000003,14.520379095856688,8.258603130964934,166,290,38.6658,-4.334200000000003
Serie_A,2018,13,SPAL 2013,38,11,9,18,44,56,42,43.28407000000001,-0.7159299999999931,37.193884000000004,54.011207999999996,-1.9887920000000037,50.20475,-13.010865999999998,12.367779236372225,10.449170340038396,139,288,44.733999999999995,2.7339999999999947
Serie_A,2018,14,Fiorentina,38,8,17,13,47,45,41,54.123063,7.123063000000002,49.55528,44.078408800000005,-0.9215911999999946,39.5107318,10.044548200000001,9.725814176769413,10.542368629965594,211,194,59.218,18.218000000000004
Serie_A,2018,15,Cagliari,38,10,11,17,36,54,41,40.939495,4.939495000000001,38.655595,63.74084,9.740839999999999,56.12792400000001,-17.472329000000002,10.488324884477441,12.999506442603387,196,292,39.3664,-1.6336000000000013
Serie_A,2018,16,Parma Calcio 1913,38,10,11,17,41,61,41,41.0986435,0.09864350000000144,37.2921849,64.98114400000001,3.9811440000000147,58.89079000000002,-21.598605100000004,16.819575085383626,7.936237585238112,128,346,36.78450000000001,-4.215499999999992
Serie_A,2018,17,Genoa,38,8,14,16,39,57,38,44.539067800000005,5.539067800000005,40.73264880000001,56.354305,-0.6456950000000035,51.78655499999999,-11.0539062,12.171971027378426,9.15807988738573,235,255,44.68179999999999,6.681799999999988
Serie_A,2018,18,Empoli,38,10,8,20,51,70,38,52.061419,1.0614190000000008,46.596410000000006,63.327380000000005,-6.672619999999995,57.237067,-10.640656999999997,14.096073605930853,11.303252408069469,292,265,46.53980000000001,8.539800000000007
Serie_A,2018,19,Frosinone,38,5,10,23,29,69,25,36.10325209999999,7.103252099999992,32.296790099999996,64.5936685,-4.406331499999993,60.7872985,-28.490508400000003,14.777898995615475,9.125747001085424,139,335,35.9425,10.942500000000003
Serie_A,2018,20,Chievo,38,2,14,22,25,75,20,36.476329500000006,11.476329500000006,31.9085255,62.692868000000004,-12.307131999999996,59.480417,-27.571891499999996,13.518123249549014,11.513253708093977,147,296,35.00010000000001,15.00010000000001
Serie_A,2019,1,Juventus,38,26,5,7,76,43,83,73.77452799999999,-2.2254720000000106,63.116505000000004,40.996703,-2.0032970000000034,31.640492000000002,31.476013,9.041600045606433,15.61171237041326,270,174,71.23939999999999,-11.76060000000001
Serie_A,2019,2,Inter,38,24,10,4,81,36,82,73.95315099999999,-7.046849000000009,65.490966,39.357559,3.357559000000002,36.31236599999999,29.1786,9.19927776770703,16.556413233181264,327,192,75.37709999999998,-6.6229000000000156
Serie_A,2019,3,Lazio,38,24,6,8,79,42,78,67.54901199999999,-11.45098800000001,53.71882600000001,52.333138999999996,10.333138999999996,45.4816,8.237226,13.2908074357645,13.495134208036458,345,230,62.18300000000001,-15.816999999999993
Serie_A,2019,4,Atalanta,38,23,9,6,98,48,78,86.17474399999998,-11.825256000000024,78.52735399999999,41.726789999999994,-6.273210000000006,37.159127,41.368227000000005,8.02085203600679,13.795979813838178,369,144,76.01250000000002,-1.987499999999983
Serie_A,2019,5,Roma,38,21,7,10,77,51,70,78.31580199999999,1.3158019999999908,67.657826,49.150226,-1.8497739999999965,41.422453000000004,26.235373000000003,11.654481647521404,14.162294075589067,331,187,70.2617,0.2617000000000047
Serie_A,2019,6,AC Milan,38,19,9,10,63,46,66,65.26674100000001,2.2667410000000103,58.415148,46.415707000000005,0.4157070000000047,38.540585,19.874563000000002,8.956627413171024,13.002845405520015,323,182,65.46650000000001,-0.5334999999999894
Serie_A,2019,7,Napoli,38,18,8,12,61,50,62,63.877947000000006,2.877947000000006,60.071495,43.17308,-6.826920000000001,37.082685999999995,22.988809,11.922602000869757,17.5376637124382,310,174,66.4911,4.491100000000003
Serie_A,2019,8,Sassuolo,38,14,9,15,69,63,51,53.418449,-15.581550999999997,48.850694000000004,65.06921700000001,2.069217000000009,58.217555999999995,-9.366862000000001,10.111099625072104,12.684175229243829,279,254,46.165400000000005,-4.834599999999995
Serie_A,2019,9,Parma Calcio 1913,38,14,7,17,56,57,49,47.123382,-8.876618,42.555627,64.12507199999999,7.125071999999989,56.51221700000001,-13.956589999999998,13.84050120798641,8.943925710479604,202,304,41.83030000000001,-7.169699999999992
Serie_A,2019,10,Fiorentina,38,12,13,13,51,48,49,53.491568999999984,2.491568999999984,45.11738899999999,50.29621,2.296210000000002,41.922047000000006,3.195342,13.25083920252159,9.524442445506761,229,189,54.92249999999999,5.922499999999992
Serie_A,2019,11,Verona,38,12,13,13,47,51,49,52.48853999999999,5.488539999999993,45.577634999999994,53.952586,2.9525859999999966,47.100938,-1.5233029999999994,9.32662932255677,11.318568169760772,248,295,50.2636,1.2635999999999967
Serie_A,2019,12,Bologna,38,12,11,15,52,65,47,57.414224,5.414223999999997,52.846505,54.874572,-10.125428,48.6962847,4.1502203,8.074800309141855,10.53484026106631,222,280,52.96819999999999,5.968199999999989
Serie_A,2019,13,Udinese,38,12,9,17,37,51,45,43.68813599999999,6.688135999999993,43.68813599999999,52.54057100000001,1.540571000000007,44.76245900000001,-1.0743230000000015,15.99331626233042,10.448701029131822,212,273,49.32430000000001,4.324300000000008
Serie_A,2019,14,Cagliari,38,11,12,15,52,56,45,41.92321599999999,-10.07678400000001,37.24051299999999,60.98321399999999,4.98321399999999,54.131521,-16.891008,14.311661516632222,9.755232145168781,166,305,40.053999999999995,-4.946000000000005
Serie_A,2019,15,Sampdoria,38,12,6,20,48,65,42,48.91522600000001,0.9152260000000112,40.455070000000006,56.21436,-8.78564,49.362819,-8.907749,12.973793863851194,9.99149795427111,205,232,49.711899999999986,7.711899999999986
Serie_A,2019,16,Torino,38,11,7,20,46,68,40,43.486072,-2.513928,37.395689999999995,63.49371800000001,-4.506281999999992,55.11947800000001,-17.723787999999995,9.322558894970774,8.504657045613584,178,258,39.04169999999999,-0.9583000000000084
Serie_A,2019,17,Genoa,38,10,9,19,47,73,39,49.888493000000004,2.888493000000004,37.542762,59.509382900000006,-13.490617099999994,52.657724900000005,-15.114962900000002,11.588148030039191,10.932318102262736,215,308,46.11939999999999,7.119399999999992
Serie_A,2019,18,Lecce,38,9,8,21,52,85,35,53.46674800000001,1.4667480000000097,41.871010000000005,91.973066,6.973066000000003,82.076327,-40.205317,16.84094455148887,10.678573402673447,217,362,34.9167,-0.08330000000000126
Serie_A,2019,19,Brescia,38,6,7,25,35,79,25,43.248823,8.248823000000002,40.2036627,78.38189999999999,-0.6181000000000125,70.00769199999999,-29.8040293,14.789719874861746,7.180933172871472,190,375,33.1357,8.1357
Serie_A,2019,20,SPAL 2013,38,5,5,28,27,77,20,39.072378900000004,12.072378900000004,33.7432819,71.97010900000001,-5.029890999999992,65.87972300000001,-32.136441100000006,12.625781586417176,10.476135107450581,180,300,30.4908,10.4908
Serie_A,2020,1,Inter,38,28,7,3,89,35,91,78.345854,-10.654145999999997,71.41090299999999,40.5927965,5.592796499999999,34.975565499999995,36.4353375,14.972178595357457,19.259453384288808,359,188,77.3246,-13.675399999999996
Serie_A,2020,2,AC Milan,38,24,7,7,74,41,79,75.047326,1.0473259999999982,59.54505700000001,48.838073,7.838073000000001,45.02064,14.524417,10.804889631269821,12.487301587133329,310,236,68.7492,-10.250799999999998
Serie_A,2020,3,Juventus,38,23,9,6,77,38,78,83.527209,6.527208999999999,75.77079100000002,38.3306424,0.3306424000000021,31.4789634,44.2918276,10.417656172108694,16.379226691186336,303,201,79.47429999999999,1.4742999999999853
Serie_A,2020,4,Atalanta,38,23,9,6,90,47,78,82.00699900000001,-7.9930009999999925,76.677939,39.9381104,-7.061889600000001,33.734822400000006,42.943116599999996,9.63642903270192,13.909656979744508,454,162,77.5714,-0.428600000000003
Serie_A,2020,5,Napoli,38,24,5,9,86,41,77,74.97941100000001,-11.020588999999987,68.756419,41.88085199999999,0.8808519999999902,38.074361999999994,30.682057,13.296694309522008,15.615250198416241,294,172,73.83300000000001,-3.1669999999999874
Serie_A,2020,6,Lazio,38,21,5,12,61,55,68,58.698203,-2.3017970000000005,50.959072,48.842817999999994,-6.157182000000006,41.229983999999995,9.729088,11.073563632580802,14.7459960189192,308,185,57.383599999999994,-10.616400000000006
Serie_A,2020,7,Roma,38,18,9,11,68,55,63,72.108761,4.108761000000001,66.018436,50.3298882,-4.670111800000001,45.61381419999999,20.404621799999994,11.705182312704611,15.299488452829495,311,219,65.2041,2.204099999999997
Serie_A,2020,8,Sassuolo,38,17,11,10,64,56,62,61.60984140000001,-2.3901585999999924,50.95186339999999,54.824356899999984,-1.1756431000000163,51.017860899999995,-0.06599750000000182,9.404299303060162,17.235745413250168,328,274,57.3118,-4.688200000000002
Serie_A,2020,9,Sampdoria,38,15,7,16,52,54,52,46.701056,-5.298943999999999,42.13346299999999,58.625572,4.625571999999998,51.69065799999999,-9.557195,13.1173077478804,10.442175468583462,216,274,44.07160000000001,-7.928399999999989
